generic_name,brand_names,strength,dosage_form,manufacturer,packageMark,indication,contraindication,side_effects
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Biocid Plus,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Biopharma Laboratories Ltd.,biocid-plusoral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Acedone-Z Plus,400 mg+400 mg+30 mg,Chewable Tablet,Zenith Pharmaceuticals Ltd.,acedone-z-pluschewable-tablet400-mg400-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Acedone-Z Plus,(400 mg+400 mg+30 mg)/5 ml,Oral Suspension,Zenith Pharmaceuticals Ltd.,acedone-z-plusoral-suspension400-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Droxigel Plus,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Modern Pharmaceuticals Ltd.,droxigel-plusoral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Droxigel Plus,200 mg+200 mg+30 mg,Chewable Tablet,Modern Pharmaceuticals Ltd.,droxigel-pluschewable-tablet200-mg200-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Entacyd Plus,400 mg+400 mg+30 mg,Chewable Tablet,Square Pharmaceuticals Ltd.,entacyd-pluschewable-tablet400-mg400-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Entacyd Plus,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Square Pharmaceuticals Ltd.,entacyd-plusoral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Epazel Plus,(400 mg+400 mg+30 mg)/5 ml,Oral Suspension,Edruc Limited,epazel-plusoral-suspension400-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Flatameal DS,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Beximco Pharmaceuticals Ltd.,flatameal-dsoral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Freecid Plus,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Organic Health Care Ltd.,freecid-plusoral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,G-Antacid MH,400 mg+400 mg+30 mg,Chewable Tablet,Gonoshasthaya Pharma Ltd.,g-antacid-mhchewable-tablet400-mg400-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Geludrox HS,200 mg+200 mg+30 mg,Chewable Tablet,Drug International Ltd.,geludrox-hschewable-tablet200-mg200-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Geludrox HS,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Drug International Ltd.,geludrox-hsoral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Jpdrox-S,400 mg+400 mg+30 mg,Chewable Tablet,Jayson Pharmaceuticals Ltd.,jpdrox-schewable-tablet400-mg400-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Kdrox Plus,400 mg+400 mg+30 mg,Chewable Tablet,Kemiko Pharmaceuticals Ltd.,kdrox-pluschewable-tablet400-mg400-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Magadrox Plus,(400 mg+400 mg+30 mg)/5 ml,Oral Suspension,Gaco Pharmaceuticals Ltd.,magadrox-plusoral-suspension400-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Magadrox Plus,200 mg+200 mg+30 mg,Chewable Tablet,Gaco Pharmaceuticals Ltd.,magadrox-pluschewable-tablet200-mg200-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Neutral S,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Hallmark Pharmaceuticals Ltd.,neutral-soral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Neutral S,200 mg+200 mg+30 mg,Chewable Tablet,Hallmark Pharmaceuticals Ltd.,neutral-schewable-tablet200-mg200-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Nocid Plus,200 mg+200 mg+30 mg,Chewable Tablet,Medimet Pharmaceuticals Ltd.,nocid-pluschewable-tablet200-mg200-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Oxecone-S,(400 mg+400 mg+30 mg)/5 ml,Oral Suspension,ACME Laboratories Ltd.,oxecone-soral-suspension400-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Peptacid,(400 mg+400 mg+30 mg)/5 ml,Oral Suspension,Amico Laboratories Ltd.,peptacidoral-suspension400-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Peptacid,200 mg+200 mg+30 mg,Chewable Tablet,Amico Laboratories Ltd.,peptacidchewable-tablet200-mg200-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Pharmacid Plus,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Pharmadesh Laboratories Ltd.,pharmacid-plusoral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Pharmacid Plus,400 mg+400 mg+30 mg,Chewable Tablet,Pharmadesh Laboratories Ltd.,pharmacid-pluschewable-tablet400-mg400-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Recocid Plus,(200 mg+400 mg+30 mg)/5 ml,Oral Suspension,Rephco Pharmaceuticals Ltd.,recocid-plusoral-suspension200-mg400-mg30-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Recocid Plus,400 mg+400 mg+30 mg,Chewable Tablet,Rephco Pharmaceuticals Ltd.,recocid-pluschewable-tablet400-mg400-mg30-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Remacid Plus,200 mg+200 mg+30 mg,Chewable Tablet,Reman Drug Laboratories Ltd.,remacid-pluschewable-tablet200-mg200-mg30-mg,,,
Aluminium Oxide + Magnesium Trisilicate,Dolocid,(200 mg+250 mg)/5 ml,Oral Suspension,Aexim Pharmaceuticals Ltd.,dolocidoral-suspension200-mg250-mg5-ml,,,
Aluminium Oxide + Magnesium Trisilicate,Gastolin,(200 mg+250 mg)/5 ml,Oral Suspension,Belsen Pharmaceuticals Ltd.,gastolinoral-suspension200-mg250-mg5-ml,,,
Alverine Citrate,Alve,60 mg,Tablet,Orion Pharma Ltd.,alvetablet60-mg,,,
Alverine Citrate,Alrin,60 mg,Tablet,Renata Limited,alrintablet60-mg,,,
Alverine Citrate,Alverin,60 mg,Tablet,Rangs Pharmaceuticals Ltd.,alverintablet60-mg,,,
Alverine Citrate,Alverate,60 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,alveratetablet60-mg,,,
Alverine Citrate,Dismonal,60 mg,Tablet,Opsonin Pharma Ltd.,dismonaltablet60-mg,,,
Alverine Citrate,Pelverin,60 mg,Tablet,Popular Pharmaceuticals Ltd.,pelverintablet60-mg,,,
Alverine Citrate,Somolax,120 mg,Tablet,Incepta Pharmaceuticals Ltd.,somolaxtablet120-mg,,,
Alverine Citrate,Somolax,60 mg,Tablet,Incepta Pharmaceuticals Ltd.,somolaxtablet60-mg,,,
Alverine Citrate,Spasverin,60 mg,Tablet,Beacon Pharmaceuticals Ltd.,spasverintablet60-mg,,,
Amantadine Hydrochloride,Amantril,100 mg,Capsule,ACI Limited,amantrilcapsule100-mg,,,
Amantadine Hydrochloride,Influ,50 mg/5 ml,Syrup,Peoples Pharma Ltd.,influsyrup50-mg5-ml,,,
Amantadine Hydrochloride,Influ,100 mg,Capsule,Peoples Pharma Ltd.,influcapsule100-mg,,,
Amantadine Hydrochloride,Mantadin,100 mg,Capsule,Renata Limited,mantadincapsule100-mg,,,
Ambrisentan,Ambrisan,5 mg,Tablet,Square Pharmaceuticals Ltd.,ambrisantablet5-mg,,,
Ambrisentan,Embelin,5 mg,Tablet,Incepta Pharmaceuticals Ltd.,embelintablet5-mg,,,
Ambroxol Hydrochloride,Ambeet,75 mg,Capsule (Sustained Release),Ethical Drug Ltd.,ambeetcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Ambeet,15 mg/5 ml,Syrup,Ethical Drug Ltd.,ambeetsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambrop,15 mg/5 ml,Syrup,Bengal drugs Ltd.,ambropsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambronil,15 mg/5 ml,Syrup,Orion Pharma Ltd.,ambronilsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambronil,6 mg/ml,Pediatric Drops,Orion Pharma Ltd.,ambronilpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Ambronaaf,15 mg/5 ml,Syrup,Naafco Pharma Ltd.,ambronaafsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambromax,15 mg/5 ml,Syrup,Goodman Pharmaceuticals Ltd.,ambromaxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambrodex,15 mg/5 ml,Syrup,Decent Pharma Laboratories Ltd.,ambrodexsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambrocod,15 mg/5 ml,Syrup,Amulet Pharmaceuticals Ltd.,ambrocodsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambozin SR,75 mg,Capsule (Sustained Release),Rephco Pharmaceuticals Ltd.,ambozin-srcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Ambozin,15 mg/5 ml,Syrup,Rephco Pharmaceuticals Ltd.,ambozinsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Amboxol,15 mg/5 ml,Syrup,Kumudini Pharma Ltd.,amboxolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Amboxol,6 mg/ml,Pediatric Drops,Kumudini Pharma Ltd.,amboxolpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Amboten,6 mg/ml,Pediatric Drops,Eskayef Pharmaceuticals Ltd.,ambotenpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Amboten,15 mg/5 ml,Syrup,Eskayef Pharmaceuticals Ltd.,ambotensyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambosil,6 mg/ml,Pediatric Drops,Silva Pharmaceuticals Ltd.,ambosilpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Ambosil,15 mg/5 ml,Syrup,Silva Pharmaceuticals Ltd.,ambosilsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Amboral,6 mg/ml,Pediatric Drops,Pharmadesh Laboratories Ltd.,amboralpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Amboral,15 mg/5 ml,Syrup,Pharmadesh Laboratories Ltd.,amboralsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambolyt,6 mg/ml,Pediatric Drops,Incepta Pharmaceuticals Ltd.,ambolytpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Ambolyt,15 mg/5 ml,Syrup,Incepta Pharmaceuticals Ltd.,ambolytsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambolos,15 mg/5 ml,Syrup,S.N. Pharmaceutical Ltd.,ambolossyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambolin,6 mg/ml,Pediatric Drops,Virgo Pharmaceuticals Ltd.,ambolinpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Ambolin,15 mg/5 ml,Syrup,Virgo Pharmaceuticals Ltd.,ambolinsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambokof,6 mg/ml,Pediatric Drops,Novelta Bestway Pharma Ltd.,ambokofpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Ambokof,15 mg/5 ml,Syrup,Novelta Bestway Pharma Ltd.,ambokofsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambix,15 mg/5 ml,Syrup,Modern Pharmaceuticals Ltd.,ambixsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambryl,6 mg/ml,Pediatric Drops,Jenphar Bangladesh Ltd.,ambrylpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Ambryl,15 mg/5 ml,Syrup,Jenphar Bangladesh Ltd.,ambrylsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambroxol SR,75 mg,Capsule (Sustained Release),Biopharma Laboratories Ltd.,ambroxol-srcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Ambroxol,15 mg/5 ml,Syrup,Biopharma Laboratories Ltd.,ambroxolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambrox SR,75 mg,Capsule (Sustained Release),Square Pharmaceuticals Ltd.,ambrox-srcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Ambrox,6 mg/ml,Pediatric Drops,Square Pharmaceuticals Ltd.,ambroxpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Ambrox,15 mg/5 ml,Syrup,Square Pharmaceuticals Ltd.,ambroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambrotus,15 mg/5 ml,Syrup,Labaid Pharma Ltd.,ambrotussyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambroton,15 mg/5 ml,Syrup,Organic Health Care Ltd.,ambrotonsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambrotil,15 mg/5 ml,Syrup,Amico Laboratories Ltd.,ambrotilsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambrosol,75 mg,Capsule (Sustained Release),Popular Pharmaceuticals Ltd.,ambrosolcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Ambrosol,15 mg/5 ml,Syrup,Popular Pharmaceuticals Ltd.,ambrosolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Ambrosia,15 mg/5 ml,Syrup,Silco Pharmaceutical Ltd.,ambrosiasyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Amorox,15 mg/5 ml,Syrup,United Pharmaceuticals Ltd.,amoroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Amsiv,15 mg/5 ml,Syrup,Delta Pharma Ltd.,amsivsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Adebrox,15 mg/5 ml,Syrup,Supreme Pharmaceutical Ltd.,adebroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Aroxol,6 mg/ml,Pediatric Drops,Healthcare Pharmaceuticals Ltd.,aroxolpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Aroxol,15 mg/5 ml,Syrup,Healthcare Pharmaceuticals Ltd.,aroxolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Axsol,15 mg/5 ml,Syrup,Nipa Pharmaceuticals Ltd.,axsolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Acticol,15 mg/5 ml,Syrup,GlaxoSmithKline,acticolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Bilco,6 mg/ml,Pediatric Drops,Doctor’s Chemical Works Ltd.,bilcopediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Bilco,15 mg/5 ml,Syrup,Doctor’s Chemical Works Ltd.,bilcosyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Boxol SR,75 mg,Capsule (Sustained Release),Opsonin Pharma Ltd.,boxol-srcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Boxol,6 mg/ml,Pediatric Drops,Opsonin Pharma Ltd.,boxolpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Boxol,15 mg/5 ml,Syrup,Opsonin Pharma Ltd.,boxolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Broculyt,15 mg/5 ml,Syrup,NIPRO JMI Pharma Ltd.,broculytsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Acorex,15 mg/5 ml,Syrup,Apex Pharmaceuticals Ltd.,acorexsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Bronchosil,15 mg/5 ml,Syrup,Apollo Pharmaceutical Ltd.,bronchosilsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Broxolit,6 mg/ml,Pediatric Drops,Pacific Pharmaceuticals Ltd.,broxolitpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Broxolit,15 mg/5 ml,Syrup,Pacific Pharmaceuticals Ltd.,broxolitsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Broxolin,15 mg/5 ml,Syrup,Jayson Pharmaceuticals Ltd.,broxolinsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Broxidil,15 mg/5 ml,Syrup,Ziska Pharmaceuticals Ltd.,broxidilsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Brox,6 mg/ml,Pediatric Drops,Navana Pharmaceuticals Ltd.,broxpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Brox,15 mg/5 ml,Syrup,Navana Pharmaceuticals Ltd.,broxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Cofexin,15 mg/5 ml,Syrup,Globex Pharmaceuticals Ltd.,cofexinsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Dilyt,15 mg/5 ml,Syrup,Novo Healthcare and Pharma Ltd.,dilytsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Emulyt,15 mg/5 ml,Syrup,Alco Pharma Ltd.,emulytsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Femex,15 mg/5 ml,Syrup,Globe Pharmaceuticals Ltd.,femexsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Flintex,15 mg/5 ml,Syrup,Oyster Pharmaceuticals Ltd.,flintexsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Hybrox,6 mg/ml,Pediatric Drops,Kemiko Pharmaceuticals Ltd.,hybroxpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Hybrox,15 mg/5 ml,Syrup,Kemiko Pharmaceuticals Ltd.,hybroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Hybrox,75 mg,Capsule (Sustained Release),Kemiko Pharmaceuticals Ltd.,hybroxcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Kashba,6 mg/ml,Pediatric Drops,Alkad Laboratories,kashbapediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Kashba,15 mg/5 ml,Syrup,Alkad Laboratories,kashbasyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Kickof,15 mg/5 ml,Syrup,Guardian Healthcare Ltd.,kickofsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Kufflin,15 mg/5 ml,Syrup,Desh Pharmaceuticals Ltd.,kufflinsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Leucofil,15 mg/5 ml,Syrup,Leon Pharmaceuticals Ltd.,leucofilsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,M Boss,15 mg/5 ml,Syrup,Central Pharmaceuticals Ltd.,m-bosssyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Lytex SR,75 mg,Capsule (Sustained Release),Ibn Sina Pharmaceuticals Ltd.,lytex-srcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Lytex,6 mg/ml,Pediatric Drops,Ibn Sina Pharmaceuticals Ltd.,lytexpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Lytex,15 mg/5 ml,Syrup,Ibn Sina Pharmaceuticals Ltd.,lytexsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Mbroxol,15 mg/5 ml,Syrup,Benham Pharmaceuticals Ltd.,mbroxolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Mubrox,6 mg/ml,Pediatric Drops,Hallmark Pharmaceuticals Ltd.,mubroxpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Mubrox,15 mg/5 ml,Syrup,Hallmark Pharmaceuticals Ltd.,mubroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Muex,15 mg/5 ml,Syrup,Orbit Pharmaceuticals Ltd.,muexsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Mucovan,15 mg/5 ml,Syrup,Ad-din Pharmaceuticals Ltd.,mucovansyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Mucosol,6 mg/ml,Pediatric Drops,Beximco Pharmaceuticals Ltd.,mucosolpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Mucosol,15 mg/5 ml,Syrup,Beximco Pharmaceuticals Ltd.,mucosolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Mucoclean,15 mg/5 ml,Syrup,Doctor TIMS Pharmaceuticals Ltd.,mucocleansyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Mucobrox,6 mg/ml,Pediatric Drops,Somatec Pharmaceuticals Ltd.,mucobroxpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Mucobrox,15 mg/5 ml,Syrup,Somatec Pharmaceuticals Ltd.,mucobroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Mutex,15 mg/5 ml,Syrup,Astra Biopharmaceuticals Ltd.,mutexsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Myrox SR,75 mg,Capsule (Sustained Release),ACI Limited,myrox-srcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Myrox,6 mg/ml,Pediatric Drops,ACI Limited,myroxpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Myrox,15 mg/5 ml,Syrup,ACI Limited,myroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Neobrox,15 mg/5 ml,Syrup,Concord Pharmaceuticals Ltd.,neobroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Nexol,6 mg/ml,Pediatric Drops,Aristopharma Ltd.,nexolpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Nexol,15 mg/5 ml,Syrup,Aristopharma Ltd.,nexolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Onecof,15 mg/5 ml,Syrup,One Pharma Ltd.,onecofsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Recof,6 mg/ml,Pediatric Drops,Renata Limited,recofpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Recof,15 mg/5 ml,Syrup,Renata Limited,recofsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Remap,15 mg/5 ml,Syrup,Monicopharma Ltd.,remapsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Resol,15 mg/5 ml,Syrup,Sharif Pharmaceuticals Ltd.,resolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Rixol,15 mg/5 ml,Syrup,Medicon Pharmaceuticals Ltd.,rixolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Roxal,6 mg/ml,Pediatric Drops,Edruc Limited,roxalpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Roxal,15 mg/5 ml,Syrup,Edruc Limited,roxalsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Safoxol,75 mg,Capsule (Sustained Release),Beacon Pharmaceuticals Ltd.,safoxolcapsule-sustained-release75-mg,,,
Ambroxol Hydrochloride,Safoxol,15 mg/5 ml,Syrup,Beacon Pharmaceuticals Ltd.,safoxolsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Seebrox,15 mg/5 ml,Syrup,Seema Pharmaceuticals Ltd.,seebroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,Tembrox,15 mg/5 ml,Syrup,Team Pharmaceuticals Ltd.,tembroxsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,X-Cold,15 mg/5 ml,Syrup,ACME Laboratories Ltd.,x-coldsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,WinkOF,15 mg/5 ml,Syrup,Chemist Laboratories  Ltd.,winkofsyrup15-mg5-ml,,,
Ambroxol Hydrochloride,X-Cold,6 mg/ml,Pediatric Drops,ACME Laboratories Ltd.,x-coldpediatric-drops6-mgml,,,
Ambroxol Hydrochloride,Xerokof,15 mg/5 ml,Syrup,Pharmasia Limited,xerokofsyrup15-mg5-ml,,,
Amikacin,Akicin,500 mg/2 ml,IM/IV Injection,Square Pharmaceuticals Ltd.,akicinimiv-injection500-mg2-ml,,,
Amikacin,Akicin,100 mg/2 ml,IM/IV Injection,Square Pharmaceuticals Ltd.,akicinimiv-injection100-mg2-ml,,,
Amikacin,Amikin,100 mg/2 ml,IM/IV Injection,Incepta Pharmaceuticals Ltd.,amikinimiv-injection100-mg2-ml,,,
Amikacin,Amibac,500 mg/2 ml,IM/IV Injection,Popular Pharmaceuticals Ltd.,amibacimiv-injection500-mg2-ml,,,
Amikacin,Amibac,100 mg/2 ml,IM/IV Injection,Popular Pharmaceuticals Ltd.,amibacimiv-injection100-mg2-ml,,,
Amikacin,Amimax,500 mg/2 ml,IM/IV Injection,Biopharma Laboratories Ltd.,amimaximiv-injection500-mg2-ml,,,
Amikacin,Amimax,100 mg/2 ml,IM/IV Injection,Biopharma Laboratories Ltd.,amimaximiv-injection100-mg2-ml,,,
Amikacin,Cinamak,250 mg/2 ml,IM/IV Injection,Techno Drugs Ltd.,cinamakimiv-injection250-mg2-ml,,,
Amikacin,Kacin,250 mg/2 ml,IM/IV Injection,ACI Limited,kacinimiv-injection250-mg2-ml,,,
Amikacin,Kacin,500 mg/2 ml,IM/IV Injection,ACI Limited,kacinimiv-injection500-mg2-ml,,,
Amikacin,Kacin,100 mg/2 ml,IM/IV Injection,ACI Limited,kacinimiv-injection100-mg2-ml,,,
Amikacin,Mikacin,500 mg/2 ml,IM/IV Injection,Aristopharma Ltd.,mikacinimiv-injection500-mg2-ml,,,
Amikacin,Mikacin,100 mg/2 ml,IM/IV Injection,Aristopharma Ltd.,mikacinimiv-injection100-mg2-ml,,,
Amikacin,Psudonil,100 mg/2 ml,IM/IV Injection,Drug International Ltd.,psudonilimiv-injection100-mg2-ml,,,
Amikacin,Psudonil,500 mg/2 ml,IM/IV Injection,Drug International Ltd.,psudonilimiv-injection500-mg2-ml,,,
Amikacin,Psudonil,250 mg/2 ml,IM/IV Injection,Drug International Ltd.,psudonilimiv-injection250-mg2-ml,,,
Amino Acid,Aminosteril N-Hepa,8%,IV Infusion,Fresenius Kabi,aminosteril-n-hepaiv-infusion8,,,
Amino Acid + Calcium,Ketosteril,,Tablet,Fresenius Kabi,ketosteriltablet,,,
Amino Acid + D-Sorbitol + Electrolytes,Aminosyn,10%,IV Infusion,UniMed UniHealth,aminosyniv-infusion10,,,
Amino Acid + D-Sorbitol + Electrolytes,Aminosol Vit,5%,IV Infusion,Opso Saline Ltd.,aminosol-vitiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Aminosin,5%,IV Infusion,Ibn Sina Pharmaceuticals Ltd.,aminosiniv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Aminomix,10%,IV Infusion,ACME Laboratories Ltd.,aminomixiv-infusion10,,,
Amino Acid + D-Sorbitol + Electrolytes,Aminomix,5%,IV Infusion,ACME Laboratories Ltd.,aminomixiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Aminomax,5%,IV Infusion,Globe Pharmaceuticals Ltd.,aminomaxiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Amilac,5%,IV Infusion,Biopharma Laboratories Ltd.,amilaciv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Amisol,5%,IV Infusion,Popular Pharmaceuticals Ltd.,amisoliv-infusion5,,,
